POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
36,Krunal PandyaMI,13,11,4,243,47,34.71,179,135.75,0,0,24,7,2017
37,Dwayne SmithGL,12,12,1,239,74,21.72,156,153.20,0,2,32,8,2017
38,Wriddhiman SahaPBKS,14,11,1,234,93*,23.40,187,125.13,0,1,20,8,2017
39,Manan VohraPBKS,11,9,0,229,95,25.44,159,144.02,0,1,23,9,2017
40,Axar PatelPBKS,14,13,5,227,44,28.37,162,140.12,0,0,11,11,2017
41,Sunil NarineKKR,16,14,1,224,54,17.23,130,172.30,0,1,34,10,2017
42,AB de VilliersRCB,9,9,1,216,89*,27.00,163,132.51,0,1,12,16,2017
43,Chris GayleRCB,9,9,0,200,77,22.22,163,122.69,0,1,15,14,2017
44,Mandeep SinghRCB,11,10,0,188,52,18.80,177,106.21,0,1,21,4,2017
45,Ravindra JadejaGL,12,10,6,158,28,39.50,113,139.82,0,0,13,4,2017
46,Chris MorrisDC,9,9,4,154,52*,30.80,94,163.82,0,1,15,6,2017
47,Travis HeadRCB,7,7,2,151,75*,30.20,108,139.81,0,1,9,6,2017
48,Pawan NegiRCB,12,10,2,144,35,18.00,111,129.72,0,0,10,7,2017
49,Yusuf PathanKKR,15,11,3,143,59,17.87,115,124.34,0,1,9,6,2017
50,Corey AndersonDC,11,11,4,142,41*,20.28,123,115.44,0,0,8,9,2017
51,Sam BillingsDC,6,6,0,138,55,23.00,104,132.69,0,1,19,1,2017
52,Lendl SimmonsMI,7,7,0,137,66,19.57,112,122.32,0,2,10,8,2017
53,Martin GuptillPBKS,7,7,1,132,50*,22.00,88,150.00,0,1,17,5,2017
54,Colin de GrandhommeKKR,12,9,1,126,36,15.75,92,136.95,0,0,10,6,2017
55,Suryakumar YadavKKR,10,7,1,105,31,17.50,88,119.31,0,0,8,3,2017
56,Vijay ShankarSRH,4,4,2,101,63*,50.50,75,134.66,0,1,12,1,2017
57,Ambati RayuduMI,5,5,0,91,63,18.20,78,116.66,0,1,7,3,2017
58,David MillerPBKS,5,4,1,83,30*,27.66,80,103.75,0,0,4,4,2017
59,Dan ChristianRPS,13,9,4,79,17*,15.80,49,161.22,0,0,5,5,2017
60,Naman OjhaSRH,14,5,1,79,34,19.75,65,121.53,0,0,2,3,2017
61,Stuart BinnyRCB,8,7,2,78,18*,15.60,76,102.63,0,0,6,3,2017
62,Deepak HoodaSRH,10,6,3,78,19*,26.00,52,150.00,0,0,5,4,2017
63,Pat CumminsDC,12,9,4,77,24,15.40,53,145.28,0,0,5,4,2017
64,Shane WatsonRCB,8,7,1,71,24,11.83,78,91.02,0,0,6,1,2017
65,Eoin MorganPBKS,4,4,0,65,26,16.25,62,104.83,0,0,6,2,2017
66,Jason RoyGL,3,3,1,59,31,29.50,40,147.50,0,0,9,1,2017
67,Kagiso RabadaDC,6,3,0,55,44,18.33,64,85.93,0,0,5,1,2017
68,James FaulknerGL,8,6,2,54,21,13.50,57,94.73,0,0,4,0,2017
69,Andrew TyeGL,6,3,1,53,25,26.50,30,176.66,0,0,4,3,2017
70,Saurabh TiwaryMI,1,1,0,52,52,52.00,43,120.93,0,1,9,0,2017
71,Ben CuttingSRH,4,3,1,51,20,25.50,26,196.15,0,0,5,3,2017
72,Mohit SharmaPBKS,14,7,1,51,13,8.50,50,102.00,0,0,3,1,2017
73,Karn SharmaMI,9,6,0,49,19,8.16,41,119.51,0,0,5,2,2017
74,Amit MishraDC,14,6,5,49,13*,49.00,52,94.23,0,0,2,2,2017
75,Chris WoakesKKR,13,7,3,46,18,11.50,47,97.87,0,0,4,1,2017
76,Sheldon JacksonKKR,4,3,1,38,16,19.00,31,122.58,0,0,5,0,2017
77,Mohammad ShamiDC,8,6,2,36,21,9.00,24,150.00,0,0,4,2,2017
78,Ishank JaggiKKR,2,2,1,33,28,33.00,39,84.61,0,0,3,0,2017
79,Angelo MathewsDC,3,2,0,32,31,16.00,27,118.51,0,0,2,1,2017
80,Sreenath AravindRCB,10,8,4,32,9,8.00,40,80.00,0,0,2,0,2017
81,Bipul SharmaSRH,7,3,2,31,21*,31.00,24,129.16,0,0,2,1,2017
82,Marlon SamuelsDC,5,4,0,29,27,7.25,31,93.54,0,0,1,2,2017
83,Basil ThampiGL,12,5,5,28,13*,0.00,28,100.00,0,0,1,1,2017
84,Mayank AgarwalRPS,3,3,0,26,20,8.66,27,96.29,0,0,3,0,2017
85,Ankit SharmaRPS,1,1,0,25,25,25.00,15,166.66,0,0,2,1,2017
86,Aniket ChoudharyRCB,5,3,2,25,15*,25.00,20,125.00,0,0,1,1,2017
87,Mitchell JohnsonMI,5,3,3,20,13*,0.00,17,117.64,0,0,1,1,2017
88,Kuldeep YadavKKR,12,2,0,20,16,10.00,22,90.90,0,0,2,0,2017
89,Rahul TewatiaPBKS,3,2,1,19,15*,19.00,11,172.72,0,0,4,0,2017
90,Vishnu VinodRCB,3,3,0,19,9,6.33,26,73.07,0,0,1,1,2017
91,Aditya TareDC,3,3,0,18,18,6.00,23,78.26,0,0,3,0,2017
92,Marcus StoinisPBKS,5,3,0,17,9,5.66,24,70.83,0,0,1,0,2017
93,Rajat BhatiaRPS,3,2,1,16,16,16.00,17,94.11,0,0,0,1,2017
94,Harbhajan SinghMI,11,7,5,16,7*,8.00,16,100.00,0,0,0,1,2017
95,Mitchell McClenaghanMI,14,7,3,16,12,4.00,15,106.66,0,0,0,1,2017
96,Jasprit BumrahMI,16,2,1,16,16*,16.00,12,133.33,0,0,0,1,2017
97,Anureet SinghPBKS,1,1,0,15,15,15.00,12,125.00,0,0,2,0,2017
98,Sachin BabyRCB,3,3,0,15,12,5.00,15,100.00,0,0,2,0,2017
99,Deepak ChaharRPS,3,1,0,14,14,14.00,6,233.33,0,0,0,2,2017
100,Nathan Coulter-NileKKR,8,3,0,14,6,4.66,12,116.66,0,0,0,2,2017
101,Samuel BadreeRCB,7,5,0,13,8,2.60,23,56.52,0,0,0,0,2017
102,Yuzvendra ChahalRCB,13,6,3,13,4*,4.33,26,50.00,0,0,0,0,2017
103,Ankit BawneDC,1,1,1,12,12*,0.00,12,100.00,0,0,1,0,2017
104,Carlos BrathwaiteDC,2,2,0,12,11,6.00,15,80.00,0,0,2,0,2017
105,Swapnil SinghPBKS,4,2,0,12,10,6.00,19,63.15,0,0,0,0,2017
106,Rashid KhanSRH,14,3,1,11,6*,5.50,9,122.22,0,0,0,1,2017
107,Umesh YadavKKR,14,4,4,10,4*,0.00,13,76.92,0,0,0,0,2017
108,Washington SundarRPS,11,5,4,9,5*,9.00,12,75.00,0,0,0,0,2017
109,Faf du PlessisRPS,2,1,0,8,8,8.00,7,114.28,0,0,1,0,2017
110,Tymal MillsRCB,5,3,0,8,6,2.66,11,72.72,0,0,0,1,2017
111,Ishant SharmaPBKS,6,3,1,8,5*,4.00,12,66.66,0,0,1,0,2017
112,Praveen KumarGL,6,2,1,8,7*,8.00,9,88.88,0,0,0,0,2017
113,Ashok DindaRPS,3,1,0,7,7,7.00,7,100.00,0,0,1,0,2017
114,Tim SoutheeMI,3,1,0,7,7,7.00,3,233.33,0,0,0,1,2017
115,Adam MilneRCB,4,3,1,7,5,3.50,12,58.33,0,0,0,0,2017
116,Ankit SoniGL,7,3,1,7,7*,3.50,9,77.77,0,0,0,1,2017
117,Lasith MalingaMI,12,2,2,7,7*,0.00,3,233.33,0,0,0,1,2017
118,Sandeep SharmaPBKS,13,4,4,7,5*,0.00,6,116.66,0,0,0,0,2017
119,Darren BravoKKR,1,1,1,6,6*,0.00,5,120.00,0,0,1,0,2017
120,Iqbal AbdullaRCB,2,1,1,5,5*,0.00,7,71.42,0,0,0,0,2017
121,Adam ZampaRPS,6,1,0,5,5,5.00,7,71.42,0,0,1,0,2017
122,Trent BoultKKR,6,1,1,5,5*,0.00,8,62.50,0,0,0,0,2017
123,Ankit RajpootKKR,5,1,0,4,4,4.00,7,57.14,0,0,1,0,2017
124,Varun AaronPBKS,6,2,1,4,4,4.00,10,40.00,0,0,0,0,2017
125,Zaheer KhanDC,11,3,2,4,2,4.00,13,30.76,0,0,0,0,2017
126,Bhuvneshwar KumarSRH,14,2,1,4,4*,4.00,4,100.00,0,0,0,0,2017
127,Rahul ChaharRPS,3,1,1,3,3*,0.00,2,150.00,0,0,0,0,2017
128,Irfan PathanGL,1,1,0,2,2,2.00,3,66.66,0,0,0,0,2017
129,Mohammad NabiSRH,3,1,0,2,2,2.00,3,66.66,0,0,0,0,2017
130,KC CariappaPBKS,4,2,0,2,1,1.00,7,28.57,0,0,0,0,2017
131,Pradeep SangwanGL,5,3,1,2,1*,1.00,4,50.00,0,0,0,0,2017
132,Piyush ChawlaKKR,6,1,0,2,2,2.00,6,33.33,0,0,0,0,2017
133,Shahbaz NadeemDC,7,4,1,2,2,0.66,9,22.22,0,0,0,0,2017
134,Jaydev UnadkatRPS,12,2,2,2,2*,0.00,5,40.00,0,0,0,0,2017
135,Shakib Al HasanKKR,1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2017
136,Lockie FergusonRPS,4,1,1,1,1*,0.00,1,100.00,0,0,0,0,2017
137,Dhawal KulkarniGL,6,1,0,1,1,1.00,2,50.00,0,0,0,0,2017
138,Akshdeep NathGL,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2017
139,Chris JordanSRH,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2017
140,Munaf PatelGL,2,1,0,0,0*,0.00,1,0.00,0,0,0,0,2017
141,Siddarth KaulSRH,10,1,1,0,0*,0.00,2,0.00,0,0,0,0,2017
142,Imran TahirRPS,12,1,1,0,0*,0.00,2,0.00,0,0,0,0,2017
143,Shardul ThakurRPS,12,3,0,0,0*,0.00,3,0.00,0,0,0,0,2017
1,Virat KohliRCB,16,16,4,973,113,81.08,640,152.03,4,7,83,38,2016
2,David WarnerSRH,17,17,3,848,93*,60.57,560,151.42,0,9,88,31,2016
3,AB de VilliersRCB,16,16,3,687,129*,52.84,407,168.79,1,6,57,37,2016
4,Gautam GambhirKKR,15,15,2,501,90*,38.53,411,121.89,0,5,54,6,2016
5,Shikhar DhawanSRH,17,17,4,501,82*,38.53,429,116.78,0,4,51,8,2016
6,Rohit SharmaMI,14,14,3,489,85*,44.45,368,132.88,0,5,49,16,2016
7,Ajinkya RahaneRPS,14,14,3,480,74,43.63,379,126.64,0,6,54,9,2016
8,Murali VijayPBKS,14,14,1,453,89,34.84,364,124.45,0,5,50,10,2016
9,Quinton de KockDC,13,13,1,445,108,37.08,327,136.08,1,3,52,13,2016
10,Suresh RainaGL,15,15,1,399,75,28.50,312,127.88,0,3,39,10,2016
11,KL RahulRCB,14,12,3,397,68*,44.11,271,146.49,0,4,37,16,2016
12,Robin UthappaKKR,15,15,0,394,72,26.26,289,136.33,0,3,45,8,2016
13,Aaron FinchGL,13,12,2,393,74,39.30,299,131.43,0,5,45,11,2016
14,Yusuf PathanKKR,15,13,8,361,63*,72.20,248,145.56,0,3,33,13,2016
15,Karun NairDC,14,12,2,357,83*,35.70,297,120.20,0,3,40,6,2016
16,Brendon McCullumGL,16,16,0,354,60,22.12,262,135.11,0,1,38,16,2016
17,Dinesh KarthikGL,16,15,2,335,53,25.76,266,125.93,0,3,38,3,2016
18,Ambati RayuduMI,13,12,1,334,65,30.36,278,120.14,0,2,28,12,2016
19,Dwayne SmithGL,12,12,1,324,73,29.45,221,146.60,0,3,35,16,2016
20,Sanju SamsonDC,14,14,3,291,60,26.45,259,112.35,0,1,20,8,2016
21,MS DhoniRPS,14,12,5,284,64*,40.57,210,135.23,0,1,18,14,2016
22,Steve SmithRPS,8,7,1,270,101,45.00,176,153.40,1,0,27,8,2016
23,Wriddhiman SahaPBKS,12,12,1,270,56,24.54,212,127.35,0,2,29,1,2016
24,Jos ButtlerMI,14,14,3,255,41,23.18,184,138.58,0,0,23,11,2016
25,Manish PandeyKKR,12,11,3,248,52,31.00,183,135.51,0,2,17,9,2016
26,Krunal PandyaMI,12,9,3,237,86,39.50,124,191.12,0,1,22,13,2016
27,Yuvraj SinghSRH,10,10,1,236,44,26.22,179,131.84,0,0,22,13,2016
28,Chris GayleRCB,10,10,0,227,76,22.70,150,151.33,0,2,17,21,2016
29,Kieron PollardMI,13,12,4,207,51*,25.87,144,143.75,0,1,11,16,2016
30,Faf du PlessisRPS,6,6,0,206,69,34.33,162,127.16,0,2,17,9,2016
31,Rishabh PantDC,10,10,2,198,69,24.75,152,130.26,0,1,19,6,2016
32,Chris MorrisDC,12,7,4,195,82*,65.00,109,178.89,0,1,15,12,2016
33,JP DuminyDC,10,8,3,191,49*,38.20,156,122.43,0,0,13,3,2016
34,Ravindra JadejaGL,15,15,6,191,36*,21.22,178,107.30,0,0,14,4,2016
35,Andre RussellKKR,12,8,1,188,39*,26.85,114,164.91,0,0,10,15,2016
36,Suryakumar YadavKKR,15,11,4,182,60,26.00,143,127.27,0,1,18,5,2016
37,Moises HenriquesSRH,17,15,3,182,31*,15.16,158,115.18,0,0,15,6,2016
38,Glenn MaxwellPBKS,11,11,2,179,68,19.88,124,144.35,0,2,14,8,2016
39,Shane WatsonRCB,16,15,2,179,36,13.76,134,133.58,0,0,14,12,2016
40,Parthiv PatelMI,10,10,0,177,81,17.70,152,116.44,0,1,23,4,2016
41,Saurabh TiwaryRPS,10,7,0,170,57,24.28,141,120.56,0,2,17,4,2016
42,Manan VohraPBKS,7,7,0,161,51,23.00,131,122.90,0,1,19,3,2016
43,David MillerPBKS,14,13,3,161,31,16.10,131,122.90,0,0,11,4,2016
44,Shaun MarshPBKS,6,6,1,159,56*,31.80,134,118.65,0,1,13,4,2016
45,Hashim AmlaPBKS,6,6,0,157,96,26.16,119,131.93,0,1,20,4,2016
46,Thisara PereraRPS,12,10,3,150,34,21.42,93,161.29,0,0,7,11,2016
47,Marcus StoinisPBKS,7,5,1,146,52,36.50,108,135.18,0,1,13,4,2016
48,Deepak HoodaSRH,17,15,1,144,34,10.28,121,119.00,0,0,9,5,2016
49,Naman OjhaSRH,17,13,3,136,37,13.60,138,98.55,0,0,7,5,2016
50,Usman KhawajaRPS,6,6,0,127,30,21.16,100,127.00,0,0,14,3,2016
51,Kane WilliamsonSRH,6,6,0,124,50,20.66,122,101.63,0,1,14,0,2016
52,Eoin MorganSRH,7,6,1,123,51,24.60,105,117.14,0,1,8,4,2016
53,Sachin BabyRCB,11,6,1,119,33,23.80,79,150.63,0,0,9,5,2016
54,Shakib Al HasanKKR,10,7,2,114,66*,22.80,106,107.54,0,1,7,5,2016
55,Gurkeerat Mann SinghPBKS,7,6,1,113,51,22.60,86,131.39,0,1,11,3,2016
56,Axar PatelPBKS,14,10,3,111,36*,15.85,77,144.15,0,0,4,8,2016
57,Nitish RanaMI,4,3,0,104,70,34.66,75,138.66,0,1,7,8,2016
58,Dwayne BravoGL,15,13,5,99,22*,12.37,82,120.73,0,0,11,1,2016
59,Harbhajan SinghMI,14,7,4,92,45*,30.66,84,109.52,0,0,11,2,2016
60,Sam BillingsDC,5,4,0,88,54,22.00,64,137.50,0,1,4,4,2016
61,George BaileyRPS,6,5,1,84,34,21.00,98,85.71,0,0,9,2,2016
62,Carlos BrathwaiteDC,8,6,0,83,34,13.83,38,218.42,0,0,6,8,2016
63,James FaulknerGL,7,5,2,77,32,25.66,59,130.50,0,0,7,0,2016
64,Kevin PietersenRPS,4,4,2,73,37,36.50,61,119.67,0,0,4,3,2016
65,Sarfaraz KhanRCB,5,4,2,66,35*,33.00,31,212.90,0,0,7,4,2016
66,Ben CuttingSRH,4,4,2,65,39*,32.50,34,191.17,0,0,4,6,2016
67,Stuart BinnyRCB,14,6,3,63,21,21.00,39,161.53,0,0,5,4,2016
68,Martin GuptillMI,3,3,0,57,48,19.00,55,103.63,0,0,3,3,2016
69,Pawan NegiDC,8,6,4,57,19*,28.50,59,96.61,0,0,2,3,2016
70,Travis HeadRCB,3,3,1,54,37,27.00,40,135.00,0,0,3,2,2016
71,Bipul SharmaSRH,7,4,2,51,27*,25.50,25,204.00,0,0,1,5,2016
72,Ashish ReddySRH,4,3,1,47,32,23.50,29,162.06,0,0,2,4,2016
73,Hardik PandyaMI,11,9,2,44,9,6.28,63,69.84,0,0,4,0,2016
74,Bhuvneshwar KumarSRH,17,8,2,43,21,7.16,27,159.25,0,0,6,1,2016
75,Kedar JadhavRCB,4,3,3,42,25*,0.00,32,131.25,0,0,2,2,2016
76,Ishan KishanGL,5,5,0,42,27,8.40,41,102.43,0,0,5,0,2016
77,Ravichandran AshwinRPS,14,6,4,41,29,20.50,38,107.89,0,0,3,1,2016
78,Iqbal AbdullaRCB,8,2,2,37,33*,0.00,27,137.03,0,0,4,1,2016
79,Karn SharmaSRH,5,3,3,36,26*,0.00,30,120.00,0,0,3,1,2016
80,Rajat BhatiaRPS,10,6,5,34,21,34.00,20,170.00,0,0,1,2,2016
81,Mitchell McClenaghanMI,14,5,2,34,20,11.33,23,147.82,0,0,2,3,2016
82,Mohit SharmaPBKS,14,6,2,32,15,8.00,26,123.07,0,0,3,1,2016
83,Colin MunroKKR,4,3,0,30,16,10.00,30,100.00,0,0,3,0,2016
84,Shreyas IyerDC,6,6,0,30,19,5.00,43,69.76,0,0,2,1,2016
85,Tim SoutheeMI,11,4,1,30,25,10.00,19,157.89,0,0,1,2,2016
86,Praveen KumarGL,16,7,3,28,15,7.00,27,103.70,0,0,4,0,2016
87,Mayank AgarwalDC,3,3,0,27,10,9.00,25,108.00,0,0,3,1,2016
88,Piyush ChawlaKKR,12,3,0,27,11,9.00,26,103.84,0,0,4,0,2016
89,Chris LynnKKR,2,2,1,25,15,25.00,22,113.63,0,0,0,1,2016
90,Eklavya DwivediGL,4,2,0,24,19,12.00,14,171.42,0,0,2,2,2016
91,Rajagopal SathishKKR,4,3,0,24,10,8.00,24,100.00,0,0,1,1,2016
92,Nikhil NaikPBKS,2,2,0,23,22,11.50,31,74.19,0,0,1,0,2016
93,Dhawal KulkarniGL,14,5,3,23,6*,11.50,15,153.33,0,0,2,0,2016
94,Jason HolderKKR,4,4,0,22,13,5.50,19,115.78,0,0,2,1,2016
95,Akshdeep NathGL,4,3,0,20,12,6.66,27,74.07,0,0,1,0,2016
96,Pradeep SahuPBKS,5,2,1,19,18*,19.00,13,146.15,0,0,1,1,2016
97,Albie MorkelRPS,2,1,0,16,16,16.00,9,177.77,0,0,0,2,2016
98,Rishi DhawanPBKS,2,2,2,14,11*,0.00,6,233.33,0,0,0,1,2016
99,Farhaan BehardienPBKS,3,3,1,14,9*,7.00,13,107.69,0,0,2,0,2016
100,Vinay KumarMI,3,2,1,13,12,13.00,12,108.33,0,0,0,1,2016
101,KC CariappaPBKS,5,2,1,13,12*,13.00,11,118.18,0,0,0,1,2016
102,Kyle AbbottPBKS,5,3,2,13,12*,13.00,8,162.50,0,0,0,1,2016
103,Irfan PathanRPS,4,3,0,11,7,3.66,13,84.61,0,0,0,0,2016
104,Parveez RasoolRCB,4,1,0,10,10,10.00,9,111.11,0,0,1,0,2016
105,Nathan Coulter-NileDC,4,2,2,9,7*,0.00,14,64.28,0,0,1,0,2016
106,Umesh YadavKKR,9,2,1,9,7*,9.00,5,180.00,0,0,0,1,2016
107,Lendl SimmonsMI,1,1,0,8,8,8.00,8,100.00,0,0,0,1,2016
108,Aditya TareSRH,3,2,0,8,8,4.00,15,53.33,0,0,1,0,2016
109,Jasprit BumrahMI,14,2,1,8,6,8.00,11,72.72,0,0,1,0,2016
110,Sandeep SharmaPBKS,14,4,4,8,5*,0.00,9,88.88,0,0,0,0,2016
111,Mitchell MarshRPS,3,1,0,7,7,7.00,11,63.63,0,0,0,0,2016
112,Pravin TambeGL,7,1,1,7,7*,0.00,19,36.84,0,0,1,0,2016
113,Sunil NarineKKR,11,4,3,7,4,7.00,13,53.84,0,0,0,0,2016
114,Peter HandscombRPS,2,1,0,6,6,6.00,12,50.00,0,0,0,0,2016
115,Jayant YadavDC,5,2,0,6,5,3.00,10,60.00,0,0,0,0,2016
116,Zaheer KhanDC,12,2,0,6,4,3.00,13,46.15,0,0,1,0,2016
117,David WieseRCB,1,1,1,5,5*,0.00,4,125.00,0,0,0,0,2016
118,Mitchell JohnsonPBKS,3,3,1,5,4,2.50,14,35.71,0,0,0,0,2016
119,Imran TahirDC,4,1,0,5,5,5.00,7,71.42,0,0,1,0,2016
120,Amit MishraDC,14,2,0,4,3,2.00,14,28.57,0,0,0,0,2016
121,Barinder SranSRH,14,4,4,4,2*,0.00,4,100.00,0,0,0,0,2016
122,Ankit SharmaRPS,3,1,1,3,3*,0.00,3,100.00,0,0,0,0,2016
123,Chris JordanRCB,9,1,0,3,3,3.00,4,75.00,0,0,0,0,2016
124,Shreyas GopalMI,1,1,0,2,2,2.00,16,12.50,0,0,0,0,2016
125,Mohammad ShamiDC,8,2,2,2,2*,0.00,4,50.00,0,0,0,0,2016
126,Dale SteynGL,1,1,0,1,1,1.00,2,50.00,0,0,0,0,2016
127,Kane RichardsonRCB,4,1,1,1,1*,0.00,1,100.00,0,0,0,0,2016
128,Shahbaz NadeemDC,4,1,1,1,1*,0.00,5,20.00,0,0,0,0,2016
129,Shadab JakatiGL,6,1,1,1,1*,0.00,2,50.00,0,0,0,0,2016
130,Ashish NehraSRH,8,2,2,1,1*,0.00,1,100.00,0,0,0,0,2016
131,Morne MorkelKKR,10,2,2,1,1*,0.00,1,100.00,0,0,0,0,2016
132,Swapnil SinghPBKS,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2016
133,Unmukt ChandMI,1,1,0,0,0*,0.00,4,0.00,0,0,0,0,2016
134,Adam ZampaRPS,5,1,0,0,0*,0.00,1,0.00,0,0,0,0,2016
135,Shivil KaushikGL,7,2,1,0,0*,0.00,1,0.00,0,0,0,0,2016
136,Murugan AshwinRPS,10,1,0,0,0*,0.00,1,0.00,0,0,0,0,2016
1,David WarnerSRH,14,14,1,562,91,43.23,359,156.54,0,7,65,21,2015
2,Lendl SimmonsMI,13,13,1,540,71,45.00,441,122.44,0,6,56,21,2015
3,Ajinkya RahaneRR,14,13,2,540,91*,49.09,413,130.75,0,4,53,13,2015
4,AB de VilliersRCB,16,14,3,513,133*,46.63,293,175.08,1,2,60,22,2015
5,Virat KohliRCB,16,16,5,505,82*,45.90,386,130.82,0,3,35,23,2015
6,Chris GayleRCB,14,14,2,491,117,40.91,333,147.44,1,2,39,38,2015
7,Rohit SharmaMI,16,16,2,482,98*,34.42,333,144.74,0,3,41,21,2015
8,Shreyas IyerDC,14,14,1,439,83,33.76,342,128.36,0,4,41,21,2015
9,Brendon McCullumCSK,14,14,1,436,100*,33.53,280,155.71,1,2,51,23,2015
10,Kieron PollardMI,16,14,3,419,70,38.09,256,163.67,0,2,28,28,2015
11,JP DuminyDC,14,13,3,414,78*,41.40,315,131.42,0,4,27,20,2015
12,Dwayne SmithCSK,16,16,0,399,62,24.93,335,119.10,0,2,52,16,2015
13,Faf du PlessisCSK,17,15,2,380,55,29.23,304,125.00,0,1,37,5,2015
14,Suresh RainaCSK,17,17,2,374,62,24.93,304,123.02,0,2,31,16,2015
15,MS DhoniCSK,17,17,5,372,53,31.00,305,121.96,0,1,27,17,2015
16,Robin UthappaKKR,13,13,1,364,80*,30.33,277,131.40,0,1,42,7,2015
17,David MillerPBKS,13,13,2,357,89*,32.45,266,134.21,0,2,21,21,2015
18,Shikhar DhawanSRH,14,14,1,353,54,27.15,286,123.42,0,3,45,6,2015
19,Shane WatsonRR,10,9,1,347,104*,43.37,257,135.01,1,1,37,14,2015
20,Parthiv PatelMI,14,14,1,339,59,26.07,246,137.80,0,2,47,5,2015
21,Gautam GambhirKKR,13,13,0,327,60,25.15,278,117.62,0,3,41,4,2015
22,Andre RussellKKR,13,11,2,326,66,36.22,169,192.89,0,3,35,19,2015
23,Yusuf PathanKKR,13,12,5,312,52,44.57,231,135.06,0,1,29,12,2015
24,Steve SmithRR,14,12,1,293,79*,26.63,221,132.57,0,2,33,3,2015
25,Moises HenriquesSRH,9,9,2,287,74*,41.00,211,136.01,0,2,19,13,2015
26,Ambati RayuduMI,15,14,5,281,53*,31.22,193,145.59,0,1,18,16,2015
27,George BaileyPBKS,13,13,2,259,61*,23.54,190,136.31,0,2,22,7,2015
28,Murali VijayPBKS,11,11,0,251,39,22.81,228,110.08,0,0,27,8,2015
29,Wriddhiman SahaPBKS,14,13,0,249,42,19.15,197,126.39,0,0,16,10,2015
30,Yuvraj SinghDC,14,13,0,248,57,19.07,210,118.09,0,2,23,10,2015
31,Manish PandeyKKR,13,12,1,225,40,20.45,184,122.28,0,0,22,7,2015
32,Mayank AgarwalDC,10,10,1,213,68,23.66,177,120.33,0,2,23,7,2015
33,Axar PatelPBKS,14,12,3,206,40*,22.88,174,118.39,0,0,13,8,2015
34,Sanju SamsonRR,14,11,1,204,76,20.40,163,125.15,0,1,16,8,2015
35,Dwayne BravoCSK,17,14,5,195,62*,21.66,148,131.75,0,1,22,5,2015
36,Kedar JadhavDC,14,12,4,189,63*,23.62,140,135.00,0,1,16,7,2015
37,Eoin MorganSRH,9,9,1,187,63,23.37,151,123.84,0,1,11,11,2015
38,Karun NairRR,14,12,1,181,61,16.45,145,124.82,0,1,18,5,2015
39,Suryakumar YadavKKR,13,13,4,157,46*,17.44,113,138.93,0,0,12,8,2015
40,Mandeep SinghRCB,14,9,2,157,54*,22.42,100,157.00,0,1,17,6,2015
41,Deepak HoodaRR,14,9,0,151,54,16.77,95,158.94,0,1,6,11,2015
42,Ravi BoparaSRH,9,8,3,145,41,29.00,120,120.83,0,0,6,6,2015
43,Glenn MaxwellPBKS,11,11,0,145,43,13.18,112,129.46,0,0,13,8,2015
44,Angelo MathewsDC,11,10,3,144,28,20.57,104,138.46,0,0,12,6,2015
45,James FaulknerRR,13,11,3,144,46,18.00,109,132.11,0,0,12,5,2015
46,KL RahulSRH,9,8,3,142,44*,28.40,126,112.69,0,0,8,5,2015
47,Dinesh KarthikRCB,16,11,0,141,28,12.81,117,120.51,0,0,15,4,2015
48,Naman OjhaSRH,14,11,1,137,28,13.70,121,113.22,0,0,12,4,2015
49,Ravindra JadejaCSK,17,12,5,132,24,18.85,126,104.76,0,0,7,3,2015
50,Quinton de KockDC,3,3,0,122,69,40.66,77,158.44,0,2,18,4,2015
51,David WieseRCB,14,7,3,122,47*,30.50,86,141.86,0,0,12,4,2015
52,Harbhajan SinghMI,15,10,3,117,64,16.71,73,160.27,0,1,9,9,2015
53,Pawan NegiCSK,10,9,1,116,36,14.50,73,158.90,0,0,10,5,2015
54,Corey AndersonMI,4,4,1,114,55*,38.00,97,117.52,0,2,11,6,2015
55,Hardik PandyaMI,9,8,3,112,61*,22.40,62,180.64,0,1,9,8,2015
56,Sarfaraz KhanRCB,13,8,4,111,45*,27.75,71,156.33,0,0,12,2,2015
57,Saurabh TiwaryDC,7,6,6,109,28*,0.00,78,139.74,0,0,9,5,2015
58,Karn SharmaSRH,14,9,3,104,32,17.33,85,122.35,0,0,3,6,2015
59,Unmukt ChandMI,6,5,0,102,58,20.40,83,122.89,0,1,13,2,2015
60,Virender SehwagPBKS,8,8,0,99,47,12.37,84,117.85,0,0,12,3,2015
61,Albie MorkelDC,4,3,2,86,73*,86.00,65,132.30,0,1,9,2,2015
62,Manan VohraPBKS,7,7,0,82,39,11.71,81,101.23,0,0,4,5,2015
63,Shaun MarshPBKS,4,4,0,81,65,20.25,58,139.65,0,1,7,3,2015
64,Michael HusseyCSK,4,4,0,77,56,19.25,70,110.00,0,1,5,3,2015
65,Chris MorrisRR,11,7,5,76,34*,38.00,46,165.21,0,0,3,5,2015
66,Stuart BinnyRR,13,8,4,74,20,18.50,66,112.12,0,0,7,1,2015
67,Ashish ReddySRH,6,5,2,73,22*,24.33,46,158.69,0,0,3,5,2015
